aaaammjj,num_poste,pmerm,tsvm,brume,brou,fumee,etpgrille
20201023,78621001,1013.0,13.5,1.0,0.0,0.0,1.7
20201216,78562001,,,,,,0.3
20221005,78620001,1020.4,13.7,0.0,0.0,0.0,2.5
20200316,78562001,,,,,,0.6
20220212,78646002,,5.3,,,,1.2
20220226,78354001,,5.8,,,,1.3
20220312,78380001,,,,,,1.7
20200905,78646002,,12.3,,,,4.3
20211002,78486002,,,,,,0.8
20220828,78005002,,13.7,,,,4.3
20220620,78005002,,14.6,,,,3.9
20201031,78005002,,13.1,,,,1.0
20201001,78354001,,12.2,,,,2.5
20200817,78380001,,,,,,3.4
20211230,78354001,,13.6,,,,1.1
20220107,78380001,,,,,,0.9
20221213,78620001,1005.0,3.9,0.0,0.0,0.0,0.9
20200522,78354001,,15.2,,,,5.0
20220109,78505001,,,,,,0.4
20200624,78620001,1017.3,13.2,,0.0,,8.2
20221123,78486002,,,,,,0.6
20200915,78640001,1018.2,13.8,0.0,0.0,0.0,5.4
20220704,78380001,,,,,,5.3
20210424,78621001,1022.5,6.6,0.0,0.0,0.0,4.8
20201003,78380001,,,,,,0.9
20210526,78562001,,,,,,2.7
20221126,78380001,,,,,,0.2
20200612,78562001,,,,,,2.8
20210129,78354001,,9.3,,,,1.8
20220618,78354001,,16.4,,,,8.1
20220711,78505001,,,,,,6.2
20200322,78380001,,,,,,3.3
20211001,78380001,,,,,,1.2
20220821,78505001,,,,,,3.7
20201118,78562001,,,,,,0.7
20200414,78646002,,5.5,,,,3.6
20210902,78354001,,12.9,,,,4.0
20210622,78562001,,,,,,1.7
20221125,78380001,,,,,,0.5
20220522,78621001,1012.4,14.0,0.0,0.0,0.0,2.9
20210312,78621001,1011.8,8.0,0.0,0.0,0.0,1.6
20221210,78621001,1012.6,5.7,1.0,1.0,0.0,0.3
20210317,78486002,,,,,,1.9
20220109,78562001,,,,,,0.5
20220728,78354001,,11.0,,,,5.4
20211130,78620001,1017.5,8.2,0.0,0.0,0.0,0.1
20210121,78354001,,8.7,,,,0.8
20220930,78354001,,10.3,,,,1.9
20220612,78380001,,,,,,5.3
20221212,78481001,,,,,,0.6
20210216,78486002,,,,,,1.2
20201115,78380001,,,,,,1.8
20200321,78380001,,,,,,1.5
20200918,78640001,1016.5,13.3,0.0,0.0,0.0,4.7
20210602,78562001,,,,,,3.8
20221212,78354001,,4.8,,,,0.3
20220328,78620001,1020.6,7.3,1.0,0.0,,3.1
20220621,78562001,,,,,,5.5
20200702,78354001,,13.3,,,,4.3
20200912,78486002,,,,,,2.7
20200423,78620001,1016.9,9.0,1.0,0.0,,4.5
20210210,78380001,,,,,,0.7
20220529,78486002,,,,,,3.2
20211019,78621001,1018.8,14.8,0.0,0.0,0.0,2.7
20220202,78646002,,10.0,,,,1.3
20200910,78486002,,,,,,3.5
20210504,78354001,,8.6,,,,3.9
20220730,78640001,1019.4,13.9,0.0,0.0,0.0,6.5
20210824,78620001,1023.7,13.3,0.0,0.0,0.0,5.2
20211109,78505001,,,,,,0.4
20221227,78380001,,,,,,0.5
20200417,78380001,,,,,,4.2
20200704,78646002,,15.7,,,,4.4
20220624,78354001,,16.6,,,,4.9
20210723,78486002,,,,,,5.3
20220712,78005002,,12.9,,,,6.4
20221021,78640001,1008.4,15.3,0.0,0.0,0.0,1.5
20220921,78486002,,,,,,2.3
20200224,78505001,,,,,,1.7
20200314,78621001,1019.5,9.2,0.0,0.0,0.0,1.1
20210417,78505001,,,,,,2.8
20211031,78646002,,12.8,,,,1.1
20220218,78481001,,,,,,2.2
20221117,78005002,,10.6,,,,1.5
20220913,78640001,1007.6,18.4,,0.0,,3.1
20210813,78621001,1022.9,16.3,0.0,0.0,0.0,4.6
20220725,78640001,1014.3,14.9,1.0,0.0,,6.7
20201224,78354001,,7.8,,,,0.6
20220625,78505001,,,,,,2.3
20210323,78486002,,,,,,1.6
20201217,78621001,1020.8,10.3,0.0,0.0,0.0,0.5
20211111,78005002,,7.3,,,,0.4
20200425,78646002,,9.0,,,,4.4
20200606,78562001,,,,,,4.8
20201229,78562001,,,,,,0.3
20221217,78562001,,,,,,0.1
20211130,78481001,,,,,,0.1
20220423,78562001,,,,,,3.6
20221206,78620001,1021.8,6.8,1.0,1.0,0.0,0.1
20201009,78380001,,,,,,2.2
20200616,78380001,,,,,,4.8
20210629,78505001,,,,,,2.1
20201202,78486002,,,,,,0.6
20211001,78620001,1017.2,12.4,0.0,0.0,0.0,1.4
20200320,78505001,,,,,,2.4
20220803,78354001,,17.1,,,,7.1
20220801,78380001,,,,,,4.5
20220303,78481001,,,,,,0.8
20210223,78621001,1029.4,11.6,0.0,0.0,0.0,1.9
20210516,78620001,1003.7,11.6,0.0,0.0,0.0,2.6
20220124,78640001,1032.5,5.9,1.0,1.0,0.0,0.7
20220524,78646002,,11.2,,,,4.2
20220212,78481001,,,,,,1.3
20221016,78620001,1014.0,15.9,0.0,0.0,0.0,1.4
20210228,78486002,,,,,,1.6
20220825,78621001,1015.2,16.5,0.0,0.0,0.0,5.6
20201220,78621001,1019.2,9.8,0.0,0.0,0.0,0.8
20210709,78646002,,15.3,,,,2.8
20201108,78505001,,,,,,0.3
20221010,78620001,1017.8,13.0,0.0,0.0,0.0,1.3
20221217,78505001,,,,,,0.1
20221121,78505001,,,,,,0.5
20210928,78486002,,,,,,1.9
20200113,78621001,1016.8,9.6,0.0,0.0,0.0,0.5
20220304,78380001,,,,,,0.9
20200511,78380001,,,,,,4.5
20210720,78380001,,,,,,5.8
20210216,78505001,,,,,,1.5
20210112,78562001,,,,,,0.3
20210130,78380001,,,,,,0.6
20200401,78562001,,,,,,3.5
20210316,78621001,1027.4,9.4,1.0,1.0,0.0,0.3
20201117,78640001,1027.1,10.9,0.0,0.0,0.0,1.0
20211003,78505001,,,,,,1.7
20200310,78620001,1014.6,12.1,0.0,0.0,0.0,0.5
20210918,78005002,,16.1,,,,2.3
20201218,78380001,,,,,,0.7
20211104,78562001,,,,,,0.2
20220914,78481001,,,,,,4.0
20210202,78562001,,,,,,0.6
20210625,78380001,,,,,,2.1
20221213,78621001,1004.9,3.8,0.0,0.0,0.0,0.8
20201020,78620001,1007.9,12.7,0.0,0.0,0.0,0.6
20211222,78481001,,,,,,0.3
20201204,78646002,,7.1,,,,1.0
20210617,78621001,1011.0,20.2,0.0,0.0,0.0,4.0
20200102,78640001,1025.9,9.8,1.0,1.0,0.0,0.0
20200729,78354001,,11.6,,,,4.7
20200325,78640001,1021.4,3.6,0.0,0.0,0.0,3.6
20210725,78505001,,,,,,3.6
20220317,78486002,,,,,,1.4
20220618,78562001,,,,,,7.8
20201107,78380001,,,,,,0.4
20201031,78486002,,,,,,0.8
20220325,78486002,,,,,,3.7
20201128,78486002,,,,,,0.7
20211027,78621001,1023.7,11.4,0.0,0.0,0.0,0.7
20220410,78640001,1019.9,6.1,0.0,0.0,0.0,2.4
20210517,78640001,1009.9,11.1,0.0,0.0,0.0,2.3
20220426,78380001,,,,,,2.6
20221024,78354001,,14.0,,,,2.4
20200805,78354001,,10.0,,,,6.3
20200206,78646002,,5.9,,,,1.3
20210930,78640001,1026.6,9.0,0.0,0.0,0.0,1.9
20220313,78005002,,8.8,,,,1.5
20220726,78562001,,,,,,3.6
20200624,78562001,,,,,,7.6
20200228,78380001,,,,,,0.5
20210613,78505001,,,,,,5.2
20210606,78486002,,,,,,3.9
20201115,78620001,1007.3,11.4,0.0,0.0,0.0,1.7
20220204,78486002,,,,,,1.3
20200205,78621001,1036.1,7.1,0.0,0.0,0.0,1.1
20220714,78620001,1019.8,14.0,0.0,0.0,0.0,8.4
20200318,78354001,,10.2,,,,2.1
20210419,78640001,1020.2,7.5,0.0,0.0,0.0,3.0
20200412,78620001,1015.0,9.8,0.0,0.0,0.0,4.1
20220919,78620001,1023.8,9.1,0.0,0.0,0.0,2.9
20201112,78380001,,,,,,1.1
20201025,78562001,,,,,,0.5
20200119,78562001,,,,,,0.6
20201223,78646002,,12.0,,,,0.8
20211112,78486002,,,,,,0.4
20211003,78005002,,14.3,,,,1.1
20211115,78646002,,9.3,,,,0.1
20220325,78380001,,,,,,3.8
20220819,78646002,,17.7,,,,3.1
20220911,78354001,,14.5,,,,2.5
20220406,78354001,,9.4,,,,2.1
20210208,78505001,,,,,,0.6
20220921,78481001,,,,,,2.5
20221016,78481001,,,,,,1.5
20210320,78380001,,,,,,1.6
20210505,78354001,,7.1,,,,3.1
20210315,78640001,1020.9,8.6,0.0,0.0,0.0,1.5
20210219,78354001,,9.6,,,,1.1
20221127,78562001,,,,,,0.2
20200217,78646002,,8.5,,,,1.9
20211018,78005002,,13.2,,,,0.4
20200605,78640001,1001.2,11.5,0.0,0.0,0.0,3.1
20200917,78505001,,,,,,5.1
20220331,78005002,,6.8,,,,1.6
20220125,78354001,,5.7,,,,0.0
20200824,78646002,,13.2,,,,3.4
20220308,78505001,,,,,,2.2
20201227,78621001,987.4,8.1,1.0,0.0,0.0,0.3
20210712,78640001,1009.8,17.0,0.0,0.0,0.0,2.9
20201114,78505001,,,,,,1.3
20210918,78505001,,,,,,2.9
20210712,78621001,1009.7,17.0,0.0,0.0,0.0,3.0
20220216,78505001,,,,,,0.8
20200218,78620001,1026.5,7.4,0.0,0.0,0.0,1.6
20211021,78621001,1012.4,10.0,0.0,0.0,0.0,1.3
20210610,78354001,,15.0,,,,4.8
20220116,78620001,1031.0,6.7,1.0,1.0,0.0,0.1
20220713,78481001,,,,,,8.3
20220428,78646002,,9.0,,,,4.4
20220630,78620001,1014.9,13.5,0.0,0.0,0.0,2.6
20221218,78620001,1022.4,5.1,1.0,0.0,0.0,0.7
20200109,78646002,,12.0,,,,0.8
20211102,78380001,,,,,,1.1
20220106,78505001,,,,,,0.2
20220309,78646002,,7.8,,,,1.8
20200822,78621001,1018.2,14.4,0.0,0.0,0.0,4.7
20220721,78505001,,,,,,4.4
20221117,78646002,,10.5,,,,1.9
20220607,78481001,,,,,,5.0
20221002,78354001,,15.4,,,,2.1
20220512,78620001,1020.7,11.3,0.0,0.0,0.0,3.8
20221106,78646002,,11.3,,,,0.7
20220404,78640001,1019.0,5.8,0.0,0.0,0.0,2.0
20220827,78640001,1017.0,13.2,0.0,0.0,0.0,5.0
20210910,78640001,1014.6,18.3,0.0,0.0,0.0,3.0
20220323,78354001,,6.2,,,,2.9
20201118,78640001,1022.7,10.7,1.0,0.0,0.0,1.0
20220830,78620001,1018.4,13.7,0.0,0.0,0.0,4.9
20200912,78505001,,,,,,2.3
20220412,78354001,,11.1,,,,3.2
20200406,78620001,1021.6,9.8,1.0,1.0,0.0,2.4
20210614,78620001,1020.2,13.5,0.0,0.0,0.0,6.2
20200126,78621001,1016.3,8.8,1.0,1.0,0.0,0.2
20210110,78486002,,,,,,0.3
20220127,78354001,,8.2,,,,0.4
20220803,78620001,1014.0,16.4,0.0,0.0,0.0,6.9
20210222,78562001,,,,,,1.7
20220716,78486002,,,,,,6.3
20211126,78354001,,7.5,,,,0.4
20200829,78640001,1006.9,13.5,0.0,0.0,0.0,2.2
20210720,78621001,1019.7,16.5,0.0,0.0,0.0,5.8
20220314,78621001,1025.5,8.1,,,,1.8
20220302,78354001,,7.1,,,,2.0
20210321,78562001,,,,,,1.5
20220519,78380001,,,,,,4.9
20200402,78380001,,,,,,2.2
20220306,78354001,,5.5,,,,1.6
20220401,78646002,,5.9,,,,0.8
20210206,78380001,,,,,,0.3
20220622,78486002,,,,,,5.2
20200801,78505001,,,,,,4.8
20200824,78562001,,,,,,2.9
20220410,78354001,,6.3,,,,2.3
20201020,78640001,1008.1,13.0,0.0,0.0,0.0,0.5
20201017,78005002,,9.2,,,,1.5
20210907,78640001,1019.4,13.3,0.0,0.0,0.0,5.4
20211102,78354001,,9.7,,,,1.1
20200131,78621001,1013.5,12.3,0.0,0.0,0.0,1.0
20210424,78640001,1022.5,6.5,0.0,0.0,0.0,5.0
20201112,78646002,,10.5,,,,1.2
20210805,78620001,1008.2,16.4,0.0,0.0,0.0,4.1
20211223,78486002,,,,,,0.1
20201231,78354001,,6.7,,,,0.5
20210303,78562001,,,,,,1.8
20220828,78562001,,,,,,4.5
20200413,78640001,1017.6,8.7,1.0,0.0,,4.2
20201128,78620001,1017.0,8.0,0.0,1.0,0.0,0.6
20220704,78486002,,,,,,5.1
20220327,78486002,,,,,,3.5
20220601,78646002,,9.7,,,,4.6
20200612,78621001,1003.3,14.0,0.0,0.0,0.0,2.8
20221009,78005002,,9.0,,,,1.4
20221104,78640001,1010.4,9.8,0.0,0.0,0.0,1.0
20211004,78562001,,,,,,1.5
20200306,78621001,1006.0,7.1,0.0,0.0,0.0,1.9
20220805,78505001,,,,,,5.3
20210130,78354001,,10.6,,,,0.5
20201018,78621001,1024.3,8.5,1.0,1.0,0.0,0.8
20210504,78646002,,8.8,,,,3.2
20200108,78354001,,12.6,,,,0.1
20221115,78621001,1003.4,11.6,0.0,0.0,0.0,0.3
20200901,78380001,,,,,,3.0
20220425,78486002,,,,,,3.6
20210823,78005002,,16.8,,,,2.3
20210925,78640001,1015.0,15.5,1.0,1.0,0.0,2.1
20200515,78640001,1020.9,6.7,0.0,0.0,0.0,4.6
20200204,78621001,1025.0,7.4,0.0,0.0,0.0,1.3
20221203,78354001,,6.3,,,,0.5
20220802,78486002,,,,,,5.0
20210407,78005002,,5.0,,,,2.1
20221027,78354001,,15.1,,,,2.6
20210127,78354001,,8.7,,,,0.3
20221222,78562001,,,,,,0.4
20221206,78481001,,,,,,0.3
20200305,78621001,991.7,10.1,0.0,0.0,0.0,1.1
20200122,78380001,,,,,,0.3
20201117,78380001,,,,,,1.4
20210125,78380001,,,,,,0.9
20220527,78380001,,,,,,4.0
20200407,78380001,,,,,,3.3
20200911,78646002,,15.1,,,,3.6
20210226,78620001,1035.6,7.7,0.0,0.0,0.0,1.9
20201221,78640001,1016.0,11.9,1.0,0.0,0.0,0.4
20200928,78505001,,,,,,1.6
20210713,78562001,,,,,,0.7
20221127,78486002,,,,,,0.2
20200919,78562001,,,,,,4.2
20220412,78380001,,,,,,3.7
20200930,78621001,1012.2,14.4,0.0,0.0,0.0,2.2
20210627,78646002,,18.7,,,,2.8
20220905,78621001,1016.3,17.1,,,,3.9
20220326,78621001,1027.6,6.4,,0.0,,3.8
20201012,78505001,,,,,,0.7
20220109,78646002,,7.9,,,,0.5
20210313,78621001,1005.4,7.7,0.0,0.0,0.0,2.1
20210512,78621001,1010.9,9.5,0.0,0.0,0.0,2.3
20220720,78481001,,,,,,3.3
20220531,78486002,,,,,,4.5
20201127,78005002,,8.2,,,,0.4
20210921,78621001,1029.0,11.9,,,,2.2
20221208,78354001,,6.8,,,,0.0
20200421,78505001,,,,,,4.6
20210106,78005002,,6.8,,,,0.3
20201104,78640001,1033.2,7.7,1.0,0.0,0.0,0.7
20201030,78380001,,,,,,1.6
20211127,78486002,,,,,,0.3
20200703,78380001,,,,,,4.4
20221023,78562001,,,,,,2.9
20221007,78486002,,,,,,1.6
20200918,78646002,,13.3,,,,4.3
20201114,78380001,,,,,,1.6
20220626,78621001,1015.2,12.7,0.0,0.0,0.0,4.0
20201228,78646002,,7.2,,,,0.5
20220825,78354001,,17.0,,,,5.4
20210806,78621001,1005.9,14.7,0.0,0.0,0.0,4.3
20220714,78562001,,,,,,7.6
20200904,78620001,1021.3,14.9,0.0,0.0,0.0,5.1
20221021,78005002,,15.4,,,,1.9
20220722,78505001,,,,,,2.6
20200617,78505001,,,,,,3.4
20210620,78380001,,,,,,4.5
20220718,78562001,,,,,,8.3
20200908,78562001,,,,,,3.1
20210618,78621001,1012.2,19.7,0.0,0.0,0.0,4.2
20200226,78562001,,,,,,1.4
20220715,78380001,,,,,,6.7
20210324,78354001,,7.6,,,,2.5
20220930,78640001,1011.6,10.2,0.0,0.0,0.0,1.8
20211107,78354001,,9.8,,,,0.9
20210122,78005002,,7.7,,,,0.6
20200526,78620001,1033.7,11.0,0.0,0.0,0.0,5.5
20221024,78486002,,,,,,1.7
20200803,78640001,1015.9,11.8,0.0,0.0,0.0,5.0
20221030,78646002,,13.6,,,,1.3
20220116,78481001,,,,,,0.3
20200914,78505001,,,,,,4.6
20220809,78621001,1023.7,13.6,,,,6.5
20220117,78486002,,,,,,0.4
20220709,78005002,,14.0,,,,6.2
20210120,78486002,,,,,,1.8
20210112,78640001,1017.2,9.0,0.0,0.0,0.0,0.1
20200425,78640001,1012.0,8.4,0.0,0.0,0.0,4.9
20220710,78505001,,,,,,6.0
20211227,78505001,,,,,,0.7
20210928,78621001,1021.1,11.3,,,,1.9
20200511,78620001,1010.8,6.7,0.0,0.0,0.0,4.1
20221103,78005002,,11.6,,,,1.2
20220416,78486002,,,,,,3.8
20220508,78481001,,,,,,4.0
20210425,78646002,,6.4,,,,4.8
20220903,78505001,,,,,,3.4
20220516,78354001,,15.2,,,,4.9
20210611,78354001,,16.7,,,,4.6
20220722,78621001,1018.1,19.6,,,,2.5
20200919,78646002,,18.1,,,,4.7
20210815,78354001,,16.1,,,,4.9
20220306,78486002,,,,,,1.8
20210415,78621001,1029.1,5.6,0.0,0.0,0.0,2.3
20201221,78505001,,,,,,0.3
20220310,78505001,,,,,,2.2
20220924,78620001,1013.7,13.5,0.0,0.0,0.0,1.2
20211125,78486002,,,,,,0.1
20220602,78481001,,,,,,5.4
20220112,78354001,,6.3,,,,0.1
20220820,78646002,,13.6,,,,4.0
20220718,78620001,1019.6,11.5,0.0,0.0,0.0,7.8
20210409,78562001,,,,,,2.0
20200421,78646002,,8.5,,,,4.8
20210117,78380001,,,,,,0.5
20220910,78640001,1017.4,15.6,1.0,0.0,0.0,1.8
20210924,78505001,,,,,,2.0
20200903,78486002,,,,,,4.7
20211206,78380001,,,,,,0.6
20220523,78505001,,,,,,1.6
20200530,78505001,,,,,,5.4
20220215,78505001,,,,,,0.6
20211015,78380001,,,,,,1.3
20201102,78640001,1015.3,14.5,0.0,0.0,0.0,1.6
20221219,78005002,,9.7,,,,0.4
20210802,78486002,,,,,,2.9
20210519,78380001,,,,,,2.8
20221221,78005002,,11.4,,,,0.0
20210726,78380001,,,,,,3.1
20221103,78486002,,,,,,1.0
20201031,78562001,,,,,,0.8
20221209,78640001,1007.2,5.9,1.0,0.0,0.0,0.3
20200102,78354001,,9.7,,,,0.1
20210103,78646002,,6.8,,,,0.4
20220318,78005002,,5.7,,,,3.0
20201130,78562001,,,,,,0.6
20200225,78380001,,,,,,2.0
20210120,78646002,,7.5,,,,2.2
20210630,78621001,1016.9,14.3,0.0,0.0,0.0,2.2
20210406,78505001,,,,,,1.6
20211125,78620001,1013.7,7.2,1.0,0.0,0.0,0.2
20220719,78620001,1013.4,15.1,0.0,0.0,0.0,9.0
20210830,78380001,,,,,,3.1
20210227,78562001,,,,,,1.5
20221119,78620001,1013.4,8.5,0.0,0.0,0.0,0.7
20211125,78505001,,,,,,0.0
20210425,78621001,1021.4,6.4,0.0,0.0,0.0,4.8
20221001,78562001,,,,,,2.2
20220217,78646002,,9.1,,,,2.6
20201027,78640001,1006.7,11.4,0.0,0.0,0.0,0.7
20200719,78620001,1016.3,13.5,0.0,0.0,0.0,6.1
20210826,78505001,,,,,,3.0
20210901,78646002,,14.3,,,,4.1
20210223,78640001,1029.5,11.4,,,,2.3
20210917,78621001,1015.9,13.6,1.0,,,2.4
20221225,78505001,,,,,,0.5
20210519,78354001,,9.9,,,,2.9
20220118,78005002,,7.5,,,,0.2
20221127,78620001,1017.9,9.0,0.0,0.0,0.0,0.6
20211116,78621001,1023.7,9.2,1.0,0.0,0.0,0.3
20221220,78486002,,,,,,0.5
20221016,78354001,,15.7,,,,1.3
20220706,78486002,,,,,,4.9
20201105,78562001,,,,,,1.1
20201206,78354001,,7.3,,,,0.6
20200921,78620001,1015.1,10.3,1.0,0.0,,4.3
20200427,78505001,,,,,,3.2
20221015,78481001,,,,,,1.8
20211213,78621001,1027.5,9.7,,,,0.2
20210517,78380001,,,,,,2.6
20210623,78621001,1021.0,13.3,0.0,0.0,0.0,1.5
20210204,78380001,,,,,,0.7
20211203,78620001,1010.2,7.5,0.0,0.0,0.0,0.8
20210129,78380001,,,,,,1.8
20211108,78380001,,,,,,0.5
20220406,78640001,1006.5,9.2,0.0,0.0,0.0,1.7
20210926,78005002,,17.9,,,,1.6
20220129,78620001,1033.6,9.9,1.0,0.0,0.0,0.2
20220418,78620001,1016.9,8.0,0.0,0.0,0.0,3.2
20210828,78486002,,,,,,2.7
20201101,78620001,1013.4,16.2,0.0,0.0,0.0,0.4
20220726,78620001,1019.2,13.8,0.0,0.0,0.0,4.2
20210828,78562001,,,,,,2.8
20210519,78621001,1020.2,9.9,0.0,0.0,0.0,3.0
20221214,78640001,1003.1,4.8,1.0,0.0,0.0,0.5
20200616,78562001,,,,,,4.4
20210821,78646002,,17.4,,,,3.4
20220525,78486002,,,,,,3.6
20200815,78562001,,,,,,4.3
20220920,78640001,1025.6,10.0,0.0,0.0,0.0,2.1
20200301,78505001,,,,,,0.6
20221115,78005002,,11.7,,,,0.2
20210406,78620001,1020.1,4.5,0.0,0.0,0.0,1.8
20220212,78486002,,,,,,1.2
20220921,78505001,,,,,,2.2
20220301,78005002,,6.3,,,,1.4
20220726,78505001,,,,,,4.0
20221209,78481001,,,,,,0.3
20221107,78621001,1012.5,12.7,0.0,0.0,0.0,1.1
20210717,78646002,,16.5,,,,3.7
20210914,78621001,1011.6,20.3,1.0,0.0,0.0,2.3
20201025,78486002,,,,,,0.6
20210405,78486002,,,,,,1.1
20210514,78354001,,10.9,,,,2.0
20211121,78646002,,9.3,,,,0.3
20200603,78620001,1004.6,12.9,,,,6.0
20210517,78354001,,11.0,,,,2.8
20200619,78621001,1018.4,13.1,0.0,0.0,0.0,2.8
20220722,78646002,,19.6,,,,2.8
20200716,78646002,,15.1,,,,3.0
20220224,78354001,,7.3,,,,2.0
20200227,78380001,,,,,,1.8
20201106,78505001,,,,,,1.1
20211015,78620001,1020.6,10.8,1.0,1.0,0.0,1.2
20200708,78562001,,,,,,4.6
20221122,78481001,,,,,,1.2
20210201,78646002,,9.9,,,,0.7
20211123,78621001,1028.5,6.2,0.0,0.0,0.0,1.0
20201004,78620001,993.7,10.8,0.0,0.0,0.0,2.0
20221027,78380001,,,,,,2.3
20210512,78354001,,9.6,,,,2.4
20210616,78380001,,,,,,5.7
20220823,78354001,,18.2,,,,4.0
20200109,78621001,1015.0,11.8,0.0,0.0,0.0,0.7
20200602,78646002,,12.7,,,,5.9
20220329,78486002,,,,,,2.6
20200610,78354001,,10.5,,,,3.2
20220612,78620001,1024.1,11.6,0.0,0.0,0.0,5.6
20211125,78481001,,,,,,0.2
20220315,78380001,,,,,,0.6
20210519,78620001,1020.2,10.4,0.0,0.0,0.0,3.0
20210419,78646002,,7.6,,,,2.7
20220330,78380001,,,,,,1.3
20211016,78380001,,,,,,1.3
20210728,78505001,,,,,,4.5
20211123,78505001,,,,,,1.0
20220622,78640001,1010.1,16.2,0.0,0.0,0.0,5.2
20220712,78354001,,12.2,,,,7.1
20211025,78562001,,,,,,0.5
20220322,78646002,,6.7,,,,3.3
20220615,78481001,,,,,,6.5
20200610,78621001,1015.7,10.4,0.0,0.0,0.0,3.2
20220416,78621001,1027.1,9.5,0.0,0.0,0.0,3.6
20210802,78505001,,,,,,3.0
20200429,78620001,1006.8,11.3,0.0,0.0,0.0,2.6
20211115,78620001,1024.8,9.1,1.0,1.0,0.0,0.1
20200112,78562001,,,,,,0.2
20220322,78620001,1028.8,6.4,0.0,0.0,0.0,3.3
20220430,78380001,,,,,,3.8
20210112,78621001,1017.3,9.1,0.0,0.0,0.0,0.3
20201211,78646002,,10.8,,,,0.1
20221220,78481001,,,,,,1.1
20220820,78621001,1019.6,13.5,0.0,0.0,0.0,3.9
20220530,78621001,1013.1,8.7,0.0,0.0,0.0,3.7
20220905,78481001,,,,,,4.4
20201201,78505001,,,,,,0.6
20210417,78646002,,6.4,,,,3.0
20200117,78005002,,9.0,,,,1.1
20220805,78640001,1020.3,13.7,0.0,0.0,0.0,5.6
20200818,78646002,,16.3,,,,4.5
20210624,78621001,1021.8,11.6,0.0,0.0,0.0,4.2
20220714,78646002,,14.2,,,,8.4
20220608,78486002,,,,,,3.8
20220412,78486002,,,,,,3.4
20220205,78354001,,7.2,,,,0.9
20220227,78354001,,5.2,,,,1.8
20220914,78380001,,,,,,3.8
20210608,78380001,,,,,,4.9
20220308,78620001,1017.5,5.0,0.0,0.0,0.0,2.1
20200424,78646002,,11.7,,,,4.1
20220924,78380001,,,,,,1.1
20221001,78505001,,,,,,2.6
20210907,78486002,,,,,,4.7
20200815,78505001,,,,,,4.1
20200916,78380001,,,,,,4.4
20221016,78505001,,,,,,1.3
20201123,78005002,,10.9,,,,0.7
20220909,78005002,,15.6,,,,2.3
20210313,78640001,1005.4,7.7,1.0,0.0,,2.0
20210227,78354001,,6.4,,,,1.3
20200404,78646002,,7.2,,,,3.5
20221108,78646002,,12.1,,,,1.9
20210308,78640001,1022.7,4.7,0.0,0.0,0.0,1.5
20220317,78620001,1032.2,7.9,0.0,0.0,0.0,1.7
20210221,78505001,,,,,,2.5
20210903,78486002,,,,,,3.4
20200721,78620001,1022.9,9.5,0.0,0.0,0.0,6.8
20220111,78562001,,,,,,0.3
20220603,78005002,,14.7,,,,3.0
20200630,78005002,,14.4,,,,3.2
20220630,78646002,,14.1,,,,2.6
20220705,78620001,1024.4,12.2,0.0,0.0,0.0,5.5
20220622,78621001,1010.0,16.7,0.0,0.0,0.0,4.9
20210526,78505001,,,,,,2.9
20200601,78621001,1018.0,10.6,0.0,0.0,0.0,5.9
20220611,78621001,1023.4,14.9,0.0,0.0,0.0,4.7
20221020,78005002,,16.5,,,,2.0
20200503,78646002,,12.8,,,,2.1
20220304,78646002,,9.8,,,,1.0
20200315,78354001,,9.1,,,,2.6
20210705,78621001,1007.6,16.0,0.0,0.0,0.0,2.8
20210417,78380001,,,,,,3.1
20210518,78354001,,10.2,,,,3.6
20210214,78380001,,,,,,1.4
20210424,78486002,,,,,,4.8
20220628,78486002,,,,,,5.2
20200325,78562001,,,,,,3.6
20201226,78562001,,,,,,0.2
20221226,78505001,,,,,,0.7
20200524,78505001,,,,,,3.7
20200920,78562001,,,,,,3.3
20210716,78486002,,,,,,3.5
20221009,78562001,,,,,,1.5
20221216,78640001,1017.1,5.1,1.0,0.0,0.0,0.5
20221213,78380001,,,,,,0.7
20220605,78505001,,,,,,2.7
20220518,78620001,1019.1,15.9,0.0,0.0,0.0,5.5
20201128,78505001,,,,,,0.5
20210512,78380001,,,,,,2.5
20211204,78562001,,,,,,0.4
20220401,78505001,,,,,,0.9
20200503,78380001,,,,,,2.5
20220414,78481001,,,,,,3.2
20201225,78505001,,,,,,0.7
20210101,78486002,,,,,,0.3
20220421,78640001,1007.5,7.5,0.0,0.0,0.0,4.6
20210915,78562001,,,,,,1.6
20220113,78620001,1040.8,6.7,1.0,1.0,0.0,0.2
20210312,78646002,,8.2,,,,1.5
20200211,78620001,1016.6,6.8,0.0,0.0,0.0,1.8
20210520,78620001,1019.0,9.8,0.0,0.0,0.0,2.8
20210920,78621001,1021.0,16.4,,,,1.5
20200216,78621001,1009.8,11.0,0.0,0.0,0.0,2.9
20220107,78621001,1016.1,7.5,0.0,0.0,0.0,0.7
20220717,78505001,,,,,,7.1
20211023,78640001,1027.2,9.0,0.0,0.0,0.0,1.3
20210626,78354001,,16.2,,,,3.0
20220725,78621001,1014.4,15.0,,0.0,,6.1
20200224,78005002,,11.0,,,,1.6
20220722,78562001,,,,,,2.7
20201012,78380001,,,,,,1.0
20201216,78486002,,,,,,0.3
20210606,78620001,1024.4,12.4,0.0,0.0,0.0,4.2
20200503,78562001,,,,,,2.3
20220325,78354001,,6.3,,,,3.4
