aaaammjj,num_poste,pmerm,tsvm,brume,brou,fumee,etpgrille
20221115,77186002,,,,,,0.0
20220810,77186002,,,,,,7.1
20220312,77333003,,8.9,,,,0.8
20210930,77306001,1026.9,9.8,0.0,0.0,0.0,2.0
20200608,77530001,,,,,,3.7
20200530,77333003,,10.0,,,,5.2
20200920,77320002,,,,,,3.8
20220816,77320002,,,,,,3.5
20220111,77211001,,6.1,,,,0.1
20210121,77530001,,,,,,0.4
20200813,77320002,,,,,,5.3
20220611,77306001,1023.1,16.3,0.0,0.0,0.0,4.8
20221222,77418001,,,,,,0.9
20200626,77211001,,20.3,,,,5.1
20200211,77320002,,,,,,1.7
20200508,77530001,,,,,,3.8
20220705,77468001,,13.1,,,,5.4
20220628,77530001,,,,,,5.1
20210807,77148002,,,,,,3.2
20201022,77054001,,15.9,,,,1.4
20210811,77113002,,16.9,,,,4.0
20200910,77530001,,,,,,3.6
20211031,77054001,,13.3,,,,1.1
20211207,77084001,,8.2,,,,0.5
20200919,77211001,,16.6,,,,5.5
20211030,77113002,,13.6,,,,0.9
20210712,77084001,,18.1,,,,2.0
20220409,77084001,,7.3,,,,1.8
20220826,77468001,,16.8,,,,4.7
20211017,77418001,,,,1.0,,
20200829,77113002,,13.0,,,,2.9
20210630,77186002,,,,,,2.1
20200107,77054001,,10.1,,,,0.3
20200401,77211001,,4.7,,,,2.7
20200731,77186002,,,,,,7.0
20220207,77159001,,,,,,1.1
20220503,77333003,,9.8,,,,3.9
20210414,77148002,,,,,,2.0
20220418,77211001,,7.9,,,,3.2
20201028,77320002,,,,,,1.0
20210529,77333003,,11.4,,,,4.4
20200520,77054001,,15.0,,,,4.8
20211121,77186002,,,,,,0.1
20200217,77468001,,8.2,,,,2.1
20210226,77530001,,,,,,1.4
20210325,77084001,,8.9,,,,1.3
20211031,77084001,,13.1,,,,1.4
20201101,77148002,,,,,,0.5
20200112,77148002,,,,,,0.0
20210829,77113002,,13.8,,,,2.2
20220117,77159001,,,,,,0.2
20220531,77113002,,9.4,,,,4.2
20220730,77084001,,14.4,,,,5.5
20200904,77054001,,12.8,,,,4.9
20201013,77530001,,,,,,0.4
20221103,77489001,,,,,,1.2
20201214,77320002,,,,,,0.6
20201029,77054001,,13.1,,,,1.1
20200507,77148002,,,,,,3.6
20220424,77159001,,,,,,2.6
20220109,77084001,,7.4,,,,0.6
20220207,77530001,,,,,,1.2
20210302,77148002,,,,,,1.0
20220906,77468001,,17.3,,,,4.0
20201206,77530001,,,,,,0.4
20220212,77211001,,5.5,,,,1.0
20220623,77084001,,18.9,,,,5.5
20200101,77084001,,6.6,,,,0.0
20200115,77306001,1016.6,9.1,1.0,1.0,0.0,1.8
20200124,77186002,,,,,,0.5
20220622,77084001,,17.6,,,,3.2
20200723,77306001,1016.8,10.7,0.0,0.0,0.0,5.6
20220916,77468001,,11.1,,,,2.7
20220706,77418001,,,,,,5.3
20220416,77159001,,,,,,4.2
20200324,77530001,,,,,,3.2
20210321,77113002,,7.4,,,,1.1
20220519,77113002,,18.3,,,,4.9
20220711,77159001,,,,,,5.8
20221029,77113002,,14.9,,,,2.5
20200705,77530001,,,,,,4.2
20220208,77084001,,9.3,,,,0.3
20220407,77113002,,9.9,,,,3.0
20210412,77468001,,6.3,,,,2.0
20210223,77186002,,,,,,2.1
20220722,77489001,,,,,,2.6
20210224,77113002,,11.1,,,,1.7
20210523,77054001,,10.2,,,,3.8
20220110,77306001,1022.2,7.2,1.0,1.0,0.0,0.0
20220831,77333003,,15.0,,,,3.9
20220910,77418001,,,,,,1.7
20220317,77084001,,8.4,,,,1.6
20211112,77084001,,8.3,,,,0.2
20210915,77468001,,20.2,,,,1.3
20211115,77306001,1024.4,9.3,1.0,0.0,0.0,0.1
20200321,77320002,,,,,,1.5
20200225,77186002,,,,,,1.4
20200917,77333003,,13.8,,,,5.4
20220227,77489001,,,,,,1.6
20210509,77113002,,14.2,,,,4.4
20210822,77306001,1020.9,15.4,0.0,0.0,0.0,4.0
20200703,77320002,,,,,,3.9
20200410,77530001,,,,,,4.7
20210513,77468001,,10.4,,,,3.1
20221116,77054001,,11.8,,,,1.0
20200530,77148002,,,,,,5.2
20210428,77306001,1003.7,8.8,1.0,1.0,0.0,2.7
20201217,77186002,,,,,,0.3
20210313,77186002,,,,,,2.3
20211027,77211001,,10.6,,,,0.9
20210711,77333003,,15.5,,,,3.6
20201009,77306001,1020.6,14.1,1.0,0.0,0.0,1.2
20211228,77211001,,10.7,,,,1.1
20201005,77306001,1002.9,13.0,0.0,0.0,0.0,0.6
20220604,77530001,,,,,,5.1
20220206,77489001,,,,,,0.4
20210830,77320002,,,,,,2.7
20221213,77113002,,4.1,,,,0.7
20220711,77148002,,,,,,5.6
20210209,77113002,,4.7,,,,0.3
20220923,77054001,,10.8,,,,2.0
20220207,77148002,,,,,,0.9
20220929,77159001,,,,,,1.5
20220923,77084001,,10.8,,,,2.0
20220630,77239001,,,,,,1.1
20220219,77489001,,,,,,1.3
20200707,77148002,,,,,,4.3
20200220,77530001,,,,,,1.3
20210417,77054001,,6.5,,,,3.3
20200203,77468001,,11.2,,,,1.3
20221113,77320002,,,,,,0.4
20210913,77239001,,,,,,
20210121,77306001,994.0,9.9,0.0,0.0,0.0,0.2
20200531,77186002,,,,,,5.1
20210924,77320002,,,,,,1.9
20211124,77468001,,6.8,,,,0.4
20220425,77148002,,,,,,3.6
20201019,77530001,,,,,,1.3
20200421,77186002,,,,,,4.4
20220703,77159001,,,,,,5.3
20200418,77211001,,14.1,,,,3.3
20200629,77148002,,,,,,5.9
20200507,77468001,,8.9,,,,3.7
20200523,77211001,,11.7,,,,4.1
20200805,77468001,,10.5,,,,5.8
20200302,77186002,,,,,,0.9
20210516,77489001,,,,,,
20201005,77530001,,,,,,0.4
20221029,77530001,,,,,,2.4
20211014,77320002,,,,,,1.0
20201202,77211001,,8.9,,,,0.2
20200927,77054001,,13.2,,,,0.5
20200131,77211001,,12.8,,,,0.7
20210926,77084001,,17.9,,,,1.8
20220401,77530001,,,,,,0.7
20200625,77186002,,,,,,7.1
20221023,77084001,,15.3,,,,2.8
20220923,77159001,,,,,,2.2
20221225,77113002,,11.6,,,,0.8
20220709,77489001,,,,,,5.6
20210724,77468001,,17.5,,,,5.1
20220922,77186002,,,,,,2.0
20200709,77468001,,15.3,,,,6.4
20221126,77418001,,,,,,0.1
20200824,77113002,,12.0,,,,3.5
20220716,77054001,,12.7,,,,5.9
20200411,77084001,,10.4,,,,3.8
20200703,77211001,,11.8,,,,4.4
20200318,77211001,,11.5,,,,1.8
20221013,77211001,,14.0,,,,0.5
20221030,77239001,,,,,,1.7
20200318,77333003,,11.3,,,,1.8
20220417,77530001,,,,,,4.4
20220503,77320002,,,,,,4.2
20210423,77084001,,6.1,,,,3.8
20220905,77211001,,17.0,,,,5.1
20200317,77530001,,,,,,1.8
20200714,77530001,,,,,,5.0
20200607,77333003,,10.8,,,,3.0
20200928,77333003,,13.4,,,,0.5
20200216,77054001,,10.5,,,,3.8
20221124,77186002,,,,,,0.4
20220515,77468001,,14.0,,,,5.5
20210610,77084001,,17.0,,,,4.9
20221029,77489001,,,,,,2.3
20200429,77084001,,11.5,,,,2.7
20201229,77320002,,,,,,0.2
20220807,77489001,,,,,,6.1
20210425,77084001,,6.5,,,,4.3
20221031,77113002,,14.9,,,,1.6
20220205,77211001,,6.7,,,,0.9
20220509,77468001,,12.9,,,,3.8
20210706,77306001,1009.2,14.1,1.0,0.0,,5.6
20220101,77306001,1024.7,10.3,1.0,1.0,0.0,0.6
20220116,77186002,,,,,,0.0
20201117,77113002,,10.6,,,,0.8
20210922,77306001,1027.2,11.5,1.0,0.0,0.0,2.2
20200804,77211001,,11.0,,,,4.6
20211022,77468001,,9.0,,,,0.7
20211204,77148002,,,,,,0.4
20210703,77468001,,17.5,,,,3.8
20211026,77211001,,11.8,,,,1.1
20200823,77468001,,12.4,,,,4.5
20200823,77333003,,12.9,,,,4.3
20220503,77211001,,9.9,,,,3.8
20200720,77333003,,14.3,,,,6.7
20220103,77159001,,,,,,1.0
20200621,77084001,,14.8,,,,3.4
20200723,77148002,,,,,,4.7
20220925,77159001,,,,,,3.2
20220313,77211001,,8.7,,,,1.3
20220806,77113002,,9.8,,,,5.9
20210629,77333003,,15.4,,,,2.2
20210204,77054001,,9.8,,,,0.6
20210326,77306001,1018.7,8.1,0.0,0.0,0.0,2.5
20200406,77054001,,9.4,,,,2.8
20201217,77148002,,,,,,0.4
20220505,77489001,,,,,,2.3
20201217,77084001,,10.5,,,,0.5
20220111,77418001,,,,1.0,,
20220326,77186002,,,,,,3.4
20201128,77148002,,,,,,0.6
20220705,77159001,,,,,,5.8
20220214,77148002,,,,,,1.7
20220917,77186002,,,,,,2.6
20211026,77084001,,12.4,,,,0.9
20200512,77468001,,6.5,,,,3.7
20220929,77333003,,11.3,,,,1.2
20211111,77159001,,,,,,0.1
20220702,77489001,,,,,,4.9
20221020,77054001,,17.3,,,,1.9
20210603,77186002,,,,,,4.2
20200730,77113002,,10.2,,,,6.9
20200812,77186002,,,,,,6.5
20220911,77148002,,,,,,2.9
20200225,77333003,,9.0,,,,1.5
20220814,77468001,,16.5,,,,4.3
20220922,77320002,,,,,,2.2
20210411,77320002,,,,,,1.3
20200105,77333003,,7.6,,,,0.6
20210304,77320002,,,,,,1.0
20221220,77084001,,11.0,,,,1.1
20200819,77186002,,,,,,2.8
20210419,77186002,,,,,,2.4
20220317,77333003,,8.2,,,,1.9
20201125,77148002,,,,,,0.4
20210930,77148002,,,,,,1.7
20211009,77084001,,11.3,,,,1.3
20220424,77211001,,10.6,,,,2.5
20220802,77320002,,,,,,5.1
20201214,77148002,,,,,,0.8
20221012,77211001,,11.1,,,,1.2
20201205,77333003,,7.0,,,,0.6
20210705,77054001,,17.7,,,,3.3
20220425,77333003,,8.9,,,,3.8
20221203,77468001,,6.8,,,,0.6
20221023,77418001,,,,,,2.0
20200406,77211001,,9.5,,,,2.8
20210602,77084001,,18.1,,,,4.4
20201106,77211001,,8.9,,,,0.5
20220607,77468001,,14.3,,,,4.8
20200302,77148002,,,,,,0.8
20201028,77084001,,11.9,,,,1.2
20220925,77113002,,10.9,,,,3.2
20221226,77239001,,,,,,0.7
20220829,77468001,,14.2,,,,5.9
20200630,77186002,,,,,,3.5
20200807,77054001,,14.0,,,,7.2
20220419,77113002,,9.8,,,,3.0
20201226,77148002,,,,,,0.4
20211014,77530001,,,,,,1.1
20201202,77084001,,8.7,,,,0.4
20200825,77084001,,14.9,,,,5.3
20210409,77320002,,,,,,2.4
20221119,77333003,,8.5,,,,0.4
20210309,77054001,,5.9,,,,1.6
20200608,77186002,,,,,,4.0
20200516,77333003,,8.5,,,,3.8
20211120,77320002,,,,,,0.2
20210112,77148002,,,,,,0.0
20220626,77306001,1015.5,14.3,1.0,0.0,0.0,3.0
20220303,77084001,,9.4,,,,0.7
20211017,77113002,,8.9,,,,1.1
20201021,77468001,,13.6,,,,2.8
20211117,77186002,,,,,,0.4
20221004,77159001,,,,,,1.4
20221211,77530001,,,,,,0.0
20200212,77333003,,7.2,,,,1.3
20220427,77333003,,8.9,,,,3.2
20200106,77186002,,,,,,0.1
20200125,77054001,,6.7,,,,0.2
20220324,77186002,,,,,,2.7
20200912,77148002,,,,,,2.8
20200626,77320002,,,,,,5.6
20220519,77054001,,19.2,,,,5.3
20200424,77054001,,12.9,,,,3.7
20201219,77211001,,10.5,,,,0.1
20200624,77333003,,14.8,,,,7.1
20210321,77084001,,7.3,,,,1.4
20210508,77148002,,,,,,2.8
20200302,77320002,,,,,,0.7
20221201,77159001,,,,,,0.7
20220125,77159001,,,,,,0.1
20220703,77113002,,13.0,,,,4.8
20200126,77530001,,,,,,0.3
20210723,77084001,,16.9,,,,4.9
20220122,77084001,,7.1,,,,0.4
20211207,77333003,,8.5,,,,0.4
20210726,77113002,,17.7,,,,3.0
20210325,77333003,,8.3,,,,1.8
20201111,77148002,,,,,,0.5
20210810,77186002,,,,,,3.8
20211215,77148002,,,,,,0.1
20221202,77333003,,7.4,,,,0.4
20201205,77148002,,,,,,0.7
20220315,77306001,1022.5,11.2,1.0,0.0,0.0,0.3
20210405,77320002,,,,,,1.3
20220727,77468001,,13.1,,,,5.5
20221218,77418001,,,,,,0.5
20200819,77320002,,,,,,3.5
20210404,77320002,,,,,,2.0
20200308,77211001,,9.5,,,,1.0
20220727,77530001,,,,,,5.4
20210806,77468001,,15.5,,,,4.0
20200430,77306001,1003.6,10.6,0.0,0.0,0.0,2.7
20201210,77320002,,,,,,0.7
20220806,77306001,1025.2,10.0,0.0,0.0,0.0,6.1
20201029,77186002,,,,,,0.9
20200917,77468001,,12.5,,,,5.5
20211010,77530001,,,,,,1.5
20200228,77148002,,,,,,0.5
20211221,77054001,,5.5,,,,0.4
20201202,77320002,,,,,,0.4
20210201,77148002,,,,,,0.6
20221009,77489001,,,,,,1.5
20210707,77054001,,13.9,,,,4.0
20200413,77530001,,,,,,4.2
20220504,77320002,,,,,,3.1
20221122,77333003,,8.5,,,,1.0
20220918,77054001,,9.4,,,,2.7
20201202,77333003,,8.9,,,,0.3
20200418,77530001,,,,,,3.3
20211026,77468001,,12.1,,,,1.0
20211218,77113002,,7.5,,,,0.9
20201113,77333003,,12.1,,,,0.5
20200813,77333003,,19.3,,,,4.3
20201024,77113002,,13.3,,,,0.9
20210329,77084001,,8.0,,,,2.8
20200323,77306001,1025.9,4.5,0.0,0.0,0.0,3.3
20220309,77333003,,6.8,,,,1.7
20210128,77333003,,13.0,,,,0.3
20210317,77468001,,7.8,,,,1.6
20200826,77113002,,12.7,,,,5.9
20220714,77530001,,,,,,7.7
20210408,77333003,,5.5,,,,2.7
20220314,77320002,,,,,,1.6
20221113,77113002,,9.5,,,,0.2
20210402,77333003,,8.1,,,,3.8
20201120,77186002,,,,,,0.4
20220327,77211001,,7.3,,,,3.2
20200430,77186002,,,,,,2.4
20220412,77211001,,10.9,,,,3.2
20220510,77489001,,,,,,4.5
20220131,77148002,,,,,,1.5
20220414,77113002,,12.2,,,,3.0
20220510,77211001,,13.2,,,,4.7
20220603,77148002,,,,,,2.3
20210221,77186002,,,,,,1.9
20200309,77084001,,8.0,,,,1.9
20200228,77054001,,7.9,,,,0.7
20201012,77306001,1021.7,10.1,0.0,0.0,0.0,1.0
20211002,77186002,,,,,,1.3
20220403,77530001,,,,,,2.1
20210701,77530001,,,,,,3.6
20221013,77113002,,14.0,,,,0.3
20200228,77333003,,7.9,,,,0.5
20211207,77186002,,,,,,0.2
20210616,77211001,,19.0,,,,5.9
20220606,77084001,,13.0,,,,4.7
20200314,77054001,,9.2,,,,1.0
20201221,77320002,,,,,,0.6
20200808,77084001,,16.1,,,,6.0
20210609,77113002,,14.1,,,,5.1
20220114,77418001,,,,1.0,,
20200811,77320002,,,,,,5.0
20220818,77084001,,18.2,,,,4.4
20220816,77468001,,18.9,,,,3.5
20210619,77113002,,20.2,,,,3.6
20200111,77186002,,,,,,0.5
20220316,77306001,1020.3,11.3,1.0,0.0,0.0,0.8
20220917,77418001,,,,,,3.0
20210228,77320002,,,,,,1.7
20210414,77211001,,5.4,,,,2.2
20200518,77333003,,10.8,,,,4.1
20201213,77054001,,8.5,,,,0.6
20200417,77054001,,11.7,,,,3.9
20210516,77320002,,,,,,2.8
20200724,77530001,,,,,,5.6
20210921,77468001,,12.9,,,,2.0
20210618,77211001,,20.1,,,,4.9
20220602,77306001,1017.4,11.1,0.0,0.0,0.0,5.0
20220804,77468001,,19.5,,,,5.6
20200714,77211001,,13.0,,,,4.6
20200112,77306001,1027.1,8.5,0.0,0.0,0.0,0.0
20210726,77306001,1012.6,18.5,0.0,0.0,0.0,3.0
20210525,77333003,,9.5,,,,3.5
20220905,77084001,,17.1,,,,4.8
20211102,77054001,,10.2,,,,1.1
20200905,77148002,,,,,,3.8
20210917,77186002,,,,,,2.2
20200330,77113002,,,,,,3.3
20200703,77333003,,11.5,,,,5.1
20220201,77084001,,8.9,,,,0.2
20220624,77468001,,16.8,,,,4.7
20220220,77211001,,9.7,,,,1.6
20220617,77306001,1022.0,16.6,0.0,0.0,0.0,6.1
20221023,77489001,,,,,,2.4
20200817,77148002,,,,,,2.8
20210529,77468001,,11.6,,,,4.3
20200813,77148002,,,,,,5.6
20211210,77306001,999.9,7.6,0.0,0.0,0.0,0.8
20200816,77320002,,,,,,3.9
20200109,77211001,,11.6,,,,0.7
20200108,77113002,,12.5,,,,0.0
20200602,77333003,,12.7,,,,5.4
20211001,77113002,,11.8,,,,1.6
20210109,77333003,,5.3,,,,0.5
20201007,77211001,,12.7,,,,2.1
20200516,77320002,,,,,,3.6
20210216,77306001,1018.6,9.1,0.0,0.0,0.0,1.1
20200806,77320002,,,,,,6.0
20200830,77468001,,14.1,,,,3.2
20210831,77468001,,15.2,,,,4.2
20211205,77211001,,7.4,,,,0.4
20210328,77148002,,,,,,2.5
20210424,77148002,,,,,,3.7
20201206,77468001,,6.4,,,,0.7
20200928,77211001,,13.7,,,,0.6
20220129,77054001,,9.5,,,,0.1
20210216,77186002,,,,,,1.1
20220405,77159001,,,,,,0.9
20201018,77333003,,8.6,,,,1.0
20210218,77113002,,8.9,,,,1.2
20200807,77113002,,13.9,,,,7.6
20200601,77113002,,11.5,,,,5.6
20200104,77333003,,8.2,,,,0.2
20200605,77320002,,,,,,2.8
20200915,77320002,,,,,,4.9
20210822,77530001,,,,,,3.7
20221008,77530001,,,,,,2.1
20221221,77489001,,,,,,0.3
20201204,77186002,,,,,,0.9
20220916,77530001,,,,,,2.6
20200907,77530001,,,,,,3.5
20211004,77084001,,12.2,,,,2.3
20201115,77306001,1008.5,12.1,0.0,0.0,0.0,1.9
20220226,77468001,,5.8,,,,1.1
20200907,77054001,,10.0,,,,3.6
20220911,77306001,1018.8,15.5,1.0,1.0,0.0,2.2
20200823,77211001,,13.1,,,,4.7
20210204,77468001,,9.3,,,,0.6
20210305,77113002,,5.8,,,,1.6
20210604,77113002,,17.4,,,,3.1
20220914,77468001,,19.9,,,,3.5
20210513,77320002,,,,,,3.1
20220510,77530001,,,,,,4.7
20220819,77113002,,17.8,,,,2.7
20211130,77186002,,,,,,0.0
20220918,77468001,,9.5,,,,2.5
20211121,77530001,,,,,,0.0
20200925,77530001,,,,,,2.4
20221128,77320002,,,,,,0.6
20200604,77113002,,13.5,,,,1.8
20211126,77113002,,7.5,,,,0.3
20200729,77306001,1020.5,11.1,0.0,0.0,0.0,5.0
20220911,77468001,,15.3,,,,2.8
20221101,77333003,,11.3,,,,1.7
20210530,77211001,,11.4,,,,4.6
20220811,77113002,,10.4,,,,8.4
20220528,77320002,,,,,,4.1
20220916,77333003,,11.0,,,,2.9
20220802,77306001,1017.6,17.2,0.0,0.0,0.0,5.4
20211107,77113002,,9.5,,,,0.6
20210326,77468001,,7.9,,,,2.2
20210810,77320002,,,,,,3.2
20201020,77320002,,,,,,0.3
20210916,77320002,,,,,,2.5
20221212,77186002,,,,,,0.3
20221001,77468001,,13.9,,,,2.5
20211126,77306001,1000.2,7.6,1.0,0.0,0.0,0.3
20210416,77186002,,,,,,2.3
20220723,77159001,,,,,,4.8
20210131,77211001,,11.1,,,,0.3
20210212,77333003,,3.2,,,,1.2
20210621,77113002,,17.1,,,,4.6
20220807,77211001,,10.3,,,,6.7
20210807,77320002,,,,,,3.3
20200519,77113002,,11.2,,,,4.0
20221011,77084001,,11.1,,,,1.5
20220213,77468001,,7.2,,,,1.2
20210202,77306001,1003.0,12.0,0.0,0.0,0.0,0.4
20220119,77333003,,8.0,,,,0.0
20200320,77468001,,10.3,,,,2.7
20211227,77054001,,11.2,,,,0.7
20211216,77186002,,,,,,0.6
20210930,77320002,,,,,,1.9
20220416,77186002,,,,,,3.8
20220803,77468001,,18.3,,,,6.2
20200207,77148002,,,,,,1.1
20220112,77468001,,6.6,,,,0.2
20201110,77530001,,,,,,0.4
20210118,77320002,,,,,,0.5
20200418,77306001,1015.6,13.8,0.0,0.0,0.0,4.2
20201009,77084001,,13.4,,,,1.8
20200116,77468001,,8.8,,,,1.0
20210920,77530001,,,,,,2.2
20200630,77468001,,13.9,,,,4.1
20200918,77320002,,,,,,3.8
20220719,77418001,,,,,,9.0
20210928,77530001,,,,,,1.5
20200514,77333003,,7.4,,,,4.1
20210815,77530001,,,,,,5.5
20220903,77239001,,,,,,3.5
20210725,77148002,,,,,,2.6
20221216,77148002,,,,,,0.0
20200814,77320002,,,,,,4.1
20220415,77054001,,11.7,,,,2.9
20220822,77054001,,16.8,,,,4.0
20210226,77148002,,,,,,2.1
20200613,77084001,,14.0,,,,4.4
20220227,77084001,,5.0,,,,2.0
20200608,77113002,,11.7,,,,3.4
20220121,77489001,,,,,,0.5
20220516,77113002,,16.6,,,,4.4
20211106,77333003,,7.8,,,,0.5
20210616,77468001,,19.4,,,,5.7
20210827,77186002,,,,,,3.7
20220909,77333003,,15.3,,,,3.0
20210928,77320002,,,,,,1.7
20200409,77320002,,,,,,3.8
20200610,77148002,,,,,,3.3
20210117,77113002,,7.3,,,,0.1
20200620,77113002,,13.8,,,,4.1
20200309,77148002,,,,,,1.8
20201213,77186002,,,,,,0.0
20201006,77113002,,12.4,,,,1.9
20210924,77306001,1019.1,14.1,1.0,0.0,0.0,1.8
20211205,77054001,,7.7,,,,0.4
20220918,77148002,,,,,,2.2
20201102,77530001,,,,,,1.3
20200827,77054001,,14.0,,,,4.8
20220506,77333003,,10.9,,,,3.8
20220408,77113002,,8.3,,,,1.3
20200313,77530001,,,,,,1.9
20200328,77333003,,7.5,,,,2.2
20220609,77186002,,,,,,4.1
20221022,77159001,,,,,,1.8
20220208,77159001,,,,,,0.3
20220118,77113002,,7.4,,,,0.5
20200524,77468001,,10.6,,,,4.0
20210518,77530001,,,,,,2.9
20200510,77333003,,17.6,,,,2.8
20210127,77468001,,8.5,,,,0.5
20220410,77489001,,,,,,2.1
20200922,77113002,,10.2,,,,3.4
20200916,77211001,,15.1,,,,4.6
20200831,77211001,,11.5,,,,3.3
20210926,77148002,,,,,,1.8
20220904,77418001,,,,,,4.2
20221225,77159001,,,,,,0.9
20211018,77320002,,,,,,0.6
20210930,77054001,,9.8,,,,1.7
20200711,77333003,,9.9,,,,5.1
20220220,77084001,,9.9,,,,1.8
20200219,77320002,,,,,,1.0
20220208,77489001,,,,,,0.8
20201021,77084001,,14.4,,,,2.7
20220430,77306001,1025.8,8.6,1.0,0.0,0.0,3.8
20221126,77489001,,,,,,0.1
20200605,77113002,,12.0,,,,2.2
20200506,77186002,,,,,,4.3
20221209,77113002,,5.8,,,,0.2
20210718,77530001,,,,,,6.1
20210619,77530001,,,,,,4.4
20200117,77148002,,,,,,1.6
20211228,77054001,,11.5,,,,1.0
20200919,77306001,1013.0,17.8,1.0,0.0,0.0,5.2
20221110,77239001,,,,,,0.1
20220819,77530001,,,,,,3.1
20210408,77468001,,5.9,,,,2.7
20200824,77148002,,,,,,3.2
20210804,77186002,,,,,,1.4
20200926,77054001,,8.8,,,,3.3
20210907,77468001,,15.3,,,,4.1
20211112,77530001,,,,,,0.3
20210710,77333003,,15.8,,,,2.2
20200125,77211001,,7.0,,,,0.2
20210227,77084001,,6.7,,,,1.2
20200302,77054001,,8.4,,,,0.9
20201018,77054001,,9.3,,,,1.0
20210827,77211001,,13.1,,,,3.5
20200105,77054001,,7.2,,,,0.6
20220818,77320002,,,,,,4.3
20210825,77113002,,13.0,,,,3.9
20211110,77148002,,,,,,0.5
20200902,77054001,,9.9,,,,3.5
20220428,77333003,,9.1,,,,3.8
20210501,77211001,,8.5,,,,2.2
20221227,77306001,1027.6,8.1,0.0,0.0,0.0,0.3
20211218,77333003,,7.3,,,,0.7
20211216,77489001,,,,,,0.6
20220719,77530001,,,,,,9.0
20211122,77054001,,7.5,,,,1.1
20210714,77186002,,,,,,2.4
20200516,77148002,,,,,,3.4
20220521,77306001,1021.9,13.6,0.0,0.0,0.0,3.8
20210622,77489001,,,,,,
20200516,77113002,,8.3,,,,3.7
20210908,77211001,,18.2,,,,4.5
20200801,77320002,,,,,,5.2
20200509,77239001,,,,,,
20211214,77530001,,,,,,0.0
20221031,77489001,,,,,,1.6
20200325,77148002,,,,,,2.8
20220104,77211001,,9.8,,,,0.6
20210603,77211001,,18.8,,,,4.4
20221024,77333003,,13.9,,,,2.3
20200916,77084001,,16.7,,,,3.9
20220823,77333003,,17.6,,,,3.7
20220605,77333003,,16.7,,,,3.6
20220602,77489001,,,,,,5.3
20220430,77211001,,8.4,,,,3.3
20220415,77306001,1025.7,11.8,0.0,0.0,0.0,3.3
20200826,77530001,,,,,,5.9
20200708,77306001,1017.9,14.8,0.0,0.0,0.0,5.6
20201115,77054001,,12.0,,,,2.4
20221120,77320002,,,,,,0.3
20211224,77306001,1007.5,10.9,1.0,0.0,0.0,0.0
20220728,77320002,,,,,,5.3
20200729,77148002,,,,,,4.3
20211007,77530001,,,,,,1.5
20220617,77468001,,16.4,,,,6.0
20200126,77113002,,8.9,,,,0.1
20210115,77186002,,,,,,0.9
20200702,77211001,,13.4,,,,4.8
20220510,77148002,,,,,,4.6
20210512,77320002,,,,,,2.4
20220918,77211001,,9.0,,,,2.8
20200811,77333003,,20.7,,,,5.3
20211206,77084001,,8.1,,,,0.4
20211208,77159001,,,,,,0.9
20220320,77084001,,5.8,,,,2.0
20221104,77320002,,,,,,1.3
20200214,77333003,,9.0,,,,1.3
20221020,77113002,,16.8,,,,2.2
20220815,77113002,,18.2,,,,2.7
20220808,77489001,,,,,,6.3
20210915,77333003,,20.8,,,,1.7
20210406,77186002,,,,,,1.5
20201103,77530001,,,,,,1.2
20220401,77489001,,,,,,0.5
20211107,77186002,,,,,,0.2
20220305,77306001,1019.9,6.6,1.0,1.0,0.0,1.5
20210122,77054001,,8.0,,,,0.1
20210809,77530001,,,,,,3.3
20211012,77084001,,11.0,,,,0.8
20201006,77054001,,12.6,,,,2.0
20200330,77468001,,3.9,,,,3.3
20220209,77159001,,,,,,0.8
20210311,77468001,,9.5,,,,2.3
20221103,77239001,,,,,,1.4
20200828,77333003,,13.5,,,,4.0
20211116,77159001,,,,1.0,,0.3
20210222,77211001,,10.1,,,,1.6
20221206,77084001,,7.1,,,,0.2
20200208,77054001,,9.3,,,,1.3
20211002,77054001,,15.4,,,,1.9
20200213,77468001,,7.7,,,,2.1
20200116,77113002,,9.7,,,,0.8
20220610,77211001,,15.1,,,,4.6
20220718,77468001,,14.2,,,,7.0
20220725,77418001,,,,,,5.7
20201231,77084001,,7.1,,,,0.4
20220605,77054001,,17.9,,,,3.3
20211001,77186002,,,,,,1.3
20210421,77084001,,8.8,,,,2.6
20200510,77148002,,,,,,3.2
20200126,77468001,,7.9,,,,0.2
20220404,77320002,,,,,,2.0
20221211,77054001,,5.0,,,,0.2
20201106,77530001,,,,,,0.7
20201012,77468001,,9.4,,,,1.2
20220102,77186002,,,,,,0.5
20210205,77320002,,,,,,0.6
20201006,77186002,,,,,,2.0
20210512,77306001,1011.5,10.0,0.0,0.0,0.0,2.2
20220606,77333003,,12.7,,,,4.5
20220728,77489001,,,,,,5.1
20220305,77333003,,5.9,,,,1.5
20201010,77333003,,9.8,,,,1.7
20220428,77489001,,,,,,3.9
20210222,77468001,,9.3,,,,1.6
20221224,77489001,,,,,,0.5
20211109,77113002,,7.2,,,,0.6
20210723,77186002,,,,,,5.2
20210311,77333003,,9.9,,,,2.3
20220813,77084001,,11.5,,,,6.2
20220218,77211001,,9.3,,,,2.0
20221221,77418001,,,,,,0.0
20220614,77113002,,12.4,,,,5.1
20221115,77159001,,,,,,0.2
20200819,77211001,,18.5,,,,3.5
20201014,77320002,,,,,,1.5
20220716,77186002,,,,,,5.8
20200411,77186002,,,,,,3.5
