num_poste,num_poste,nom_usuel,lat,lon,alti,aaaammjj,rr,qrr,tn,qtn,htn,qhtn,tx,qtx,htx,qhtx,tm,qtm,tntxm,qtntxm,tampli,qtampli,tnsol,qtnsol,tn50,qtn50,dg,qdg,ffm,qffm,ff2m,qff2m,fxy,qfxy,dxy,qdxy,hxy,qhxy,fxi,qfxi,dxi,qdxi,hxi,qhxi,fxi2,qfxi2,dxi2,qdxi2,hxi2,qhxi2,fxi3s,qfxi3s,dxi3s,qdxi3s,hxi3s,qhxi3s,drr,qdrr
95527001,95527001,ROISSY,49.015167,2.534333,108,20220321,0,1,4.8,1,254,9,18,1,1500,9,12.3,1,11.4,1,13.2,1,3.7,9,4.4,9,0,9,3.4,1,,,5.7,1,130,1,1258,9,10.2,1,140,1,1317,9,,,,,,,9.5,1,,,1317,9,0,9
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20210121,7.6,1,6,1,527,9,10.7,1,1826,9,8.7,1,8.4,1,4.7,1,4.6,9,5.1,9,0,9,8,1,,,15.1,1,190,1,16,9,24.3,1,190,1,12,9,,,,,,,21.6,1,,,10,9,583,9
95527001,95527001,ROISSY,49.015167,2.534333,108,20220902,1.6,1,16.1,1,637,9,24.2,1,1501,9,20,1,20.2,1,8.1,1,15.2,9,15.2,9,0,9,3,1,,,6.5,1,40,1,641,9,12.9,1,40,1,634,9,,,,,,,11.5,1,,,634,9,181,9
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20201125,0,1,3,1,139,9,12.1,1,1437,9,7.1,1,7.6,1,9.1,1,1,9,1.5,9,0,9,2.6,1,,,5.3,1,160,1,1005,9,7,1,150,1,1004,9,,,,,,,6.5,1,,,958,9,0,9
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20220208,0,1,4.2,1,2126,9,9.9,1,1402,9,7.9,1,7.1,1,5.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20191128,0.2,1,9.7,1,728,9,11,1,1239,9,10,1,10.4,1,1.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95690001,95690001,WY-DIT,49.108167,1.830667,126,20210427,0,1,-1,1,432,9,18,1,1528,9,8.7,1,8.5,1,19,1,,,,,140,9,1.6,1,,,3.2,1,30,1,1313,9,6.1,1,350,1,1333,9,,,,,,,5.7,9,,,1128,9,,
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20190618,0.4,1,13.5,1,328,9,27.6,1,1236,9,21.3,1,20.6,1,14.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20190101,0.2,1,7.4,1,255,9,8.8,1,1320,9,8,1,8.1,1,1.4,1,6.9,9,7.1,9,0,9,2.6,1,,,5.1,1,10,9,2302,9,9.7,1,10,1,2256,9,,,,,,,8.6,1,,,2256,9,8,9
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20201206,0,1,1.5,1,1759,9,6.2,1,1306,9,3.6,1,3.9,1,4.7,1,-0.1,9,,,18,9,2.3,1,,,4.3,1,110,1,254,9,6.5,1,110,1,251,9,,,,,,,6.4,1,,,251,9,0,9
95527001,95527001,ROISSY,49.015167,2.534333,108,20221211,0,1,-2.9,1,838,9,0.7,1,1352,9,-1.8,1,-1.1,1,3.6,1,-2.6,9,-2.7,9,1308,9,3.9,1,,,5.2,1,190,1,1043,9,10.5,1,180,1,1230,9,,,,,,,9.7,1,,,1230,9,0,9
95527001,95527001,ROISSY,49.015167,2.534333,108,20210218,7.5,1,6.5,1,2301,9,10.3,1,1243,9,7.9,1,8.4,1,3.8,1,5.5,9,6.2,9,0,9,5,1,,,9,1,220,1,1532,9,13.6,1,290,1,1532,9,,,,,,,13.4,1,,,1532,9,465,9
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20200315,0,1,6.7,1,201,9,15.4,1,1516,9,10.7,1,11.1,1,8.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20220403,0,1,-1,1,529,9,8.3,1,1429,9,4.1,1,3.7,1,9.3,1,,,,,120,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20220202,0,1,9.2,1,1736,9,11.4,1,1131,9,9.5,1,10.3,1,2.2,1,8.7,9,,,0,9,3.7,1,,,7.3,1,290,1,1151,9,11.3,1,290,1,1143,9,,,,,,,10.9,1,,,1143,9,0,9
95690001,95690001,WY-DIT,49.108167,1.830667,126,20201025,1.6,1,9.6,1,1709,9,12.5,1,1400,9,10.8,1,11.1,1,2.9,1,,,,,0,9,5.8,1,,,10.1,1,190,1,54,9,16,1,180,1,155,9,,,,,,,15.3,9,,,155,9,,
95492001,95492001,"LE PLESSIS GASSOT",49.040333,2.406667,108,20211201,1,1,6.6,1,1746,9,10.7,1,1239,9,8.1,1,8.7,1,4.1,1,5.7,9,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,9
95690001,95690001,WY-DIT,49.108167,1.830667,126,20211125,0.6,1,-0.6,1,602,9,6.6,1,1544,9,3.6,1,3,1,7.2,1,,,,,123,9,2.7,1,,,4.7,1,360,1,1712,9,7.5,1,20,1,1706,9,,,,,,,6.9,9,,,1531,9,,
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20190808,0,1,14.9,1,335,9,29.3,1,1627,9,23.4,1,22.1,1,14.4,1,13.6,9,13.8,9,0,9,2.7,1,,,5.2,1,160,1,1440,9,10.8,1,230,1,1106,9,,,,,,,9.8,1,,,1110,9,0,9
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20190814,0.2,1,12.4,1,403,9,23.5,1,1416,9,18.2,1,18,1,11.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20220327,0,1,7.3,1,554,9,20.5,1,1434,9,12.6,1,13.9,1,13.2,1,6.1,9,,,0,9,3.9,1,,,6.7,1,60,1,254,9,8.4,1,80,1,847,9,,,,,,,8.2,1,,,844,9,0,9
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20201109,0,1,8.1,1,332,9,18.6,1,1335,9,12.9,1,13.4,1,10.5,1,6.9,9,,,0,9,1.6,1,,,4.1,1,200,1,1407,9,5.5,1,190,1,1230,9,,,,,,,5.4,1,,,1418,9,0,9
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20211120,0.2,1,6.5,1,1636,9,7.7,1,601,9,7.3,1,7.1,1,1.2,1,6.4,9,6.4,9,0,9,2.2,1,,,4.6,1,120,1,312,9,7.1,1,120,1,310,9,,,,,,,6.5,1,,,310,9,64,9
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20201118,1,1,6.4,1,700,9,15.3,1,1442,9,11,1,10.9,1,8.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95527001,95527001,ROISSY,49.015167,2.534333,108,20190616,0,1,13.9,1,242,9,23.4,1,1619,9,18.3,1,18.7,1,9.5,1,13.4,9,13.8,9,0,9,3.7,1,,,7.6,1,230,1,39,9,12,1,220,1,14,9,,,,,,,11.5,1,,,33,9,0,9
95527001,95527001,ROISSY,49.015167,2.534333,108,20220113,0,1,0.9,1,855,9,3.4,1,1513,9,1.5,1,2.2,1,2.5,1,0.5,1,1.1,9,0,9,2.7,1,,,4.6,1,50,1,210,9,10.1,1,30,1,1821,9,,,,,,,8.7,1,,,1821,9,0,9
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20211105,0,1,7.4,1,442,9,11.7,1,1357,9,8.6,1,9.6,1,4.3,1,6.7,9,7,9,0,9,2.1,1,,,4.6,1,330,1,1105,9,7.3,1,340,1,1101,9,,,,,,,6.8,1,,,1110,9,0,9
95492001,95492001,"LE PLESSIS GASSOT",49.040333,2.406667,108,20190125,1.2,1,0.8,1,233,9,7.7,1,44,9,3.3,1,4.3,1,6.9,1,0.5,9,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,9
95690001,95690001,WY-DIT,49.108167,1.830667,126,20200302,3.6,1,3.5,1,2128,9,9.3,1,1330,9,5.9,1,6.4,1,5.8,1,,,,,0,9,5.6,1,,,11,1,290,1,1404,9,16.1,1,310,1,1545,9,,,,,,,15,9,,,1356,9,,
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20210523,4.6,1,5.9,1,407,9,16.8,1,1538,9,12.2,1,11.4,1,10.9,1,4.6,9,,,0,9,4.9,1,,,8,1,230,1,1139,9,14.7,1,250,1,1610,9,,,,,,,14,1,,,1610,9,288,9
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20220703,0,1,12.7,1,319,9,24.1,1,1507,9,18.2,1,18.4,1,11.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20200303,0.2,1,0.7,1,617,9,9.3,1,1351,9,4.3,1,5,1,8.6,1,-0.3,9,,,0,9,2.8,1,,,7.3,1,310,1,1527,9,11.1,1,320,1,1520,9,,,,,,,10.7,1,,,1520,9,21,9
95527001,95527001,ROISSY,49.015167,2.534333,108,20200603,13.5,1,15.2,1,426,9,25.7,1,1413,9,20.1,1,20.5,1,10.5,1,14.3,9,13.6,9,0,9,4.3,1,,,8,1,20,1,1804,9,15.1,1,30,1,1801,9,,,,,,,11.4,1,,,1810,9,545,9
95690001,95690001,WY-DIT,49.108167,1.830667,126,20200106,0.2,1,-0.7,1,612,9,8.3,1,1417,9,4,1,3.8,1,9,1,,,,,131,9,3.1,1,,,8.9,1,250,1,1721,9,13.8,1,250,1,1714,9,,,,,,,12.9,9,,,1716,9,,
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20220820,0.2,1,13.5,1,448,9,26.2,1,1704,9,19.5,1,19.9,1,12.7,1,11.6,9,12.7,9,0,9,2,1,,,4.4,1,250,1,1356,9,8,1,220,1,1203,9,,,,,,,7.4,1,,,1045,9,0,9
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20190811,0,1,15,1,432,9,22.7,1,1607,9,18.5,1,18.9,1,7.7,1,13.7,9,14.4,9,0,9,3.3,1,,,5.5,1,240,1,40,9,9.6,1,230,1,31,9,,,,,,,8.4,1,,,31,9,3,9
95492001,95492001,"LE PLESSIS GASSOT",49.040333,2.406667,108,20200219,1,1,4,1,639,9,9.7,1,1153,9,7,1,6.9,1,5.7,1,3,9,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,9
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20220211,0,1,-0.9,1,723,9,8.9,1,1528,9,2.7,1,4,1,9.8,1,-3.3,9,,,201,9,1.7,1,,,3.4,1,350,1,1151,9,5.8,1,350,1,1143,9,,,,,,,5.7,1,,,1143,9,0,9
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20190715,0,1,10.3,1,353,9,24.4,1,1519,9,17.2,1,17.4,1,14.1,1,8.9,9,,,0,9,3.6,1,,,6.5,1,30,1,1628,9,12.6,1,40,1,1104,9,,,,,,,10.7,1,,,1110,9,0,9
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20220818,0,1,15.5,1,515,9,28.7,1,1355,9,21,1,22.1,1,13.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20200203,8.3,1,9.8,1,2223,9,13,1,1819,9,10.4,1,11.4,1,3.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95690001,95690001,WY-DIT,49.108167,1.830667,126,20211020,3.8,1,14.6,1,633,9,18.7,1,1148,9,16.3,1,16.7,1,4.1,1,,,,,0,9,8.9,1,,,16,1,220,9,2053,9,26.8,1,230,9,2343,9,,,,,,,,1,,1,,1,,
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20200820,0.2,1,20,1,454,9,31.6,1,1332,9,25.2,1,25.8,1,11.6,1,19.5,9,,,0,9,2.9,1,,,5.1,1,210,1,1638,9,8.6,1,200,1,1342,9,,,,,,,8.5,1,,,1342,9,106,9
95492001,95492001,"LE PLESSIS GASSOT",49.040333,2.406667,108,20221124,2.2,1,6.8,1,720,9,12.4,1,1215,9,10,1,9.6,1,5.6,1,4.8,9,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,9
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20220809,0,1,16.1,1,427,9,30.9,1,1558,9,24.1,1,23.5,1,14.8,1,15.3,9,15.8,9,0,9,4.1,1,,,6.2,1,40,1,1211,9,11.3,1,40,1,959,9,,,,,,,10,1,,,1257,9,0,9
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20210905,0,1,17.5,1,402,9,28.7,1,1437,9,22.2,1,23.1,1,11.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95690001,95690001,WY-DIT,49.108167,1.830667,126,20200328,0,1,0.6,1,522,9,15,1,1256,9,7.6,1,7.8,1,14.4,1,,,,,0,9,4.8,1,,,9,1,20,9,2031,9,16.8,1,10,1,1932,9,,,,,,,15.2,9,,,2146,9,,
95527001,95527001,ROISSY,49.015167,2.534333,108,20191126,14.7,1,10.2,1,1801,9,12.5,1,1506,9,11.1,1,11.4,1,2.3,1,9.6,9,10,9,0,9,5.5,1,,,7.9,1,170,9,2036,9,14.8,1,180,1,928,9,,,,,,,14.3,1,,,928,9,425,9
95492001,95492001,"LE PLESSIS GASSOT",49.040333,2.406667,108,20190321,0,1,4.3,1,549,9,16.3,1,1452,9,9.9,1,10.3,1,12,1,0.9,9,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9
95492001,95492001,"LE PLESSIS GASSOT",49.040333,2.406667,108,20220222,0.8,1,5.4,1,353,9,12.7,1,1513,9,8.6,1,9.1,1,7.3,1,4.5,9,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,9
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20200128,5.6,1,1.6,1,1142,9,6.8,1,1411,9,5.1,1,4.2,1,5.2,1,1,9,,,0,9,7.3,1,,,11.4,1,250,1,1559,9,19,1,270,1,457,9,,,,,,,18,1,,,457,9,230,9
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20211114,0,1,9.3,1,2322,9,12.3,1,1355,9,9.7,1,10.8,1,3,1,8.6,9,,,0,9,3.4,1,,,5,1,20,1,928,9,7.6,1,50,1,1423,9,,,,,,,7.2,1,,,1423,9,1,9
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20210419,0,1,3,1,440,9,16.3,1,1556,9,10,1,9.7,1,13.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20211112,0.2,1,-0.4,1,630,9,10.8,1,1423,9,5.3,1,5.2,1,11.2,1,,,,,106,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95690001,95690001,WY-DIT,49.108167,1.830667,126,20191215,2,1,5,1,1734,9,9.1,1,1420,9,7.6,1,7.1,1,4.1,1,,,,,0,9,5.6,1,,,11.2,1,220,1,118,9,18,1,230,1,132,9,,,,,,,17.3,9,,,116,9,,
95492001,95492001,"LE PLESSIS GASSOT",49.040333,2.406667,108,20220228,0,1,-2.4,1,624,9,12.3,1,1358,9,4.6,1,5,1,14.7,1,-7.9,9,,,278,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9
95690001,95690001,WY-DIT,49.108167,1.830667,126,20200321,0,1,4.8,1,401,9,7.7,1,1504,9,6.4,1,6.3,1,2.9,1,,,,,0,9,5.8,1,,,7.5,1,80,1,1738,9,13.1,1,60,9,2358,9,,,,,,,12,9,,,2358,9,,
95527001,95527001,ROISSY,49.015167,2.534333,108,20211118,0,1,3,1,558,9,12.5,1,1358,9,6.6,1,7.8,1,9.5,1,0.5,9,1.8,9,0,9,2.1,1,,,3.6,1,170,1,1806,9,7.5,1,190,9,2005,9,,,,,,,7.2,1,,,2010,9,0,9
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20220428,0,1,5.3,1,427,9,20.8,1,1334,9,13.5,1,13.1,1,15.5,1,2.8,9,,,0,9,4.5,1,,,7,1,70,1,1221,9,9.8,1,60,1,1216,9,,,,,,,9.5,1,,,1245,9,0,9
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20220812,0,1,17,1,457,9,34,1,1440,9,26.3,1,25.5,1,17,1,14,9,15.5,9,0,9,3.3,1,,,7.2,1,90,1,1049,9,12.3,1,60,1,1528,9,,,,,,,11.8,1,,,1528,9,0,9
95527001,95527001,ROISSY,49.015167,2.534333,108,20190318,0,1,3.8,1,2149,9,10.9,1,1210,9,6.9,1,7.4,1,7.1,1,3.4,9,3.7,9,0,9,4.1,1,,,8,1,270,1,1256,9,12.1,1,320,1,1149,9,,,,,,,11.5,1,,,1149,9,18,9
95492001,95492001,"LE PLESSIS GASSOT",49.040333,2.406667,108,20211120,0.6,1,6.2,1,1715,9,7.4,1,601,9,6.9,1,6.8,1,1.2,1,6.2,9,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,9
95527001,95527001,ROISSY,49.015167,2.534333,108,20211007,0.2,1,8.5,1,355,9,17.9,1,1241,9,12.7,1,13.2,1,9.4,1,5.8,9,7.6,9,0,9,2.2,1,,,3.9,1,60,9,2118,9,5.6,1,30,1,1141,9,,,,,,,5.3,1,,,1141,9,0,9
95690001,95690001,WY-DIT,49.108167,1.830667,126,20220816,0,1,15.8,1,327,9,25.7,1,1529,9,19.7,1,20.8,1,9.9,1,,,,,0,9,2.2,1,,,8.4,1,120,1,1715,9,14.8,1,130,1,1707,9,,,,,,,13.6,9,,,1707,9,,
95078001,95078001,"PONTOISE - AERO",49.090333,2.0285,87,20201223,20,1,10.1,1,1729,9,13.8,1,1448,9,11.7,1,12,1,3.7,1,9.6,9,,,0,9,6.2,1,,,11.3,1,230,1,1516,9,17.7,1,190,9,2252,9,,,,,,,16,1,,,2252,9,349,9
95690001,95690001,WY-DIT,49.108167,1.830667,126,20220918,0,1,3.5,1,417,9,19.7,1,1343,9,11.3,1,11.6,1,16.2,1,,,,,0,9,3.7,1,,,8.9,1,320,1,1542,9,11.8,1,280,1,1057,9,,,,,,,11.3,9,,,1343,9,,
95690001,95690001,WY-DIT,49.108167,1.830667,126,20200930,5.6,1,13.3,1,2116,9,18.5,1,1327,9,15.7,1,15.9,1,5.2,1,,,,,0,9,3.9,1,,,6.6,1,200,1,1333,9,9.6,1,180,9,2151,9,,,,,,,9.1,9,,,2151,9,,
95690001,95690001,WY-DIT,49.108167,1.830667,126,20190730,0.4,1,13.7,1,58,9,24.2,1,1104,9,18.7,1,19,1,10.5,1,,,,,0,9,6.1,1,,,10.9,1,220,1,1303,9,16.9,1,210,1,1257,9,,,,,,,,,,,,,,
95580001,95580001,"ST WITZ",49.085667,2.550667,141,20210819,0,1,15.6,1,439,9,19.6,1,1631,9,16.8,1,17.6,1,4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95088001,95088001,"LE BOURGET",48.967333,2.427667,49,20210120,5.5,1,4.9,1,1957,9,12.9,1,1346,9,10,1,8.9,1,8,1,3.1,9,4.2,9,0,9,7.4,1,,,15.3,1,190,9,2349,9,24.2,1,190,9,2344,9,,,,,,,22.3,1,,,2344,9,141,9
