num_poste,num_poste,nom_usuel,lat,lon,alti,aaaammjj,rr,qrr,tn,qtn,htn,qhtn,tx,qtx,htx,qhtx,tm,qtm,tntxm,qtntxm,tampli,qtampli,tnsol,qtnsol,tn50,qtn50,dg,qdg,ffm,qffm,ff2m,qff2m,fxy,qfxy,dxy,qdxy,hxy,qhxy,fxi,qfxi,dxi,qdxi,hxi,qhxi,fxi2,qfxi2,dxi2,qdxi2,hxi2,qhxi2,fxi3s,qfxi3s,dxi3s,qdxi3s,hxi3s,qhxi3s,drr,qdrr
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20220219,0,1,2.8,1,656,9,11.7,1,1312,9,7.7,1,7.3,1,8.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20211116,0.8,1,5.9,1,437,9,8.2,1,23,9,7.1,1,7.1,1,2.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20210320,0.2,1,0.5,1,257,9,11.2,1,1458,9,5,1,5.9,1,10.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20220610,0,1,13.3,1,348,9,25,1,1255,9,19.4,1,19.2,1,11.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20200304,3.6,1,2.3,1,608,9,9.2,1,1148,9,5.8,1,5.8,1,6.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20210829,0.6,1,14.3,1,420,9,21.4,1,1514,9,17,1,17.9,1,7.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20210218,8.7,1,6.5,1,2134,9,10.5,1,1342,9,7.9,1,8.5,1,4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20220501,0,1,5.5,1,411,9,18.8,1,1511,9,12.5,1,12.2,1,13.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20200615,0.4,1,13.5,1,339,9,23.5,1,1517,9,17.7,1,18.5,1,10,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20211212,0.4,1,4.9,1,1801,9,10.2,1,1414,9,8.7,1,7.6,1,5.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20220320,0,1,1.6,1,558,9,14.7,1,1449,9,8.1,1,8.2,1,13.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20210410,11.2,1,8.1,1,304,9,14.8,1,1540,9,10.9,1,11.5,1,6.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20210915,18.5,1,18.7,1,451,9,21.8,1,1302,9,18.8,1,20.3,1,3.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20210726,12,1,16.3,1,337,9,23.8,1,1450,9,19.1,1,20.1,1,7.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20201110,2.6,1,10.9,1,25,9,15.4,1,1432,9,12.6,1,13.2,1,4.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20200929,1.6,1,11,1,2011,9,17.9,1,1513,9,15.3,1,14.5,1,6.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20210228,0,1,1.6,1,531,9,13.3,1,1433,9,6.4,1,7.5,1,11.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20220712,0,1,17.2,1,449,9,34.4,1,1422,9,26,1,25.8,1,17.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20220117,0.2,1,2.6,1,706,9,8.2,1,1138,9,4.9,1,5.4,1,5.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20220227,0,1,-0.4,1,633,9,11.2,1,1459,9,4.9,1,5.4,1,11.6,1,,,,,61,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20220204,1.8,1,6.4,1,1752,9,11.9,1,1341,9,7,1,9.2,1,5.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94068001,94068001,ST-MAUR,48.808667,2.492333,48,20200320,0,1,10.3,1,617,9,19.3,1,1256,9,12.8,1,14.8,1,9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
